"","Ano","Edição","Nome do GT","Título","Autores","Links"
"1527","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cibercultura","A forma cultural da sociedade em rede","Marco Toledo de Assis Bastos (USP)","http://www.compos.org.br/data/biblioteca_1573.pdf"
"1528","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cibercultura","Ando meio (des)ligado? Mobilidade e mediação sonora no espaço urbano","Simone Pereira de Sá (UFF)","http://www.compos.org.br/data/biblioteca_1574.pdf"
"1529","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cibercultura","Bens virtuais em social games","Rebeca Recuero Rebs (UNISINOS)","http://www.compos.org.br/data/biblioteca_1575.pdf"
"1530","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cibercultura","Camadas relacionais de prescrição: alicerces para uma metodologia de análise dos jogos eletrônicos 
","Thiago Pereira Falcão (UFBA)","http://www.compos.org.br/data/biblioteca_1576.pdf"
"1531","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cibercultura","Cognição integrada, cognição entrelaçada e cognição distribuída: uma breve discussão sobre modelos cognitivos na cibercultura
","Fátima Cristina Regis Martins de Oliveira (UERJ) , Raquel Timponi Pereira (UERJ)","http://www.compos.org.br/data/biblioteca_1577.pdf"
"1532","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cibercultura","Controle e biolutas na cibercultura: monitoramento, vazamento e anonimato na revolução democrática do compartilhamento
","Henrique Antoun (UFRJ), Fábio Malini (UFES)","http://www.compos.org.br/data/biblioteca_1578.pdf"
"1533","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cibercultura","Da teoria da comunicação às teorias de mídia ou, temperando a epistemologia com uma dose de cibercultura","Erick Felinto de Oliveira","http://www.compos.org.br/data/biblioteca_1579.pdf"
"1534","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cibercultura","Da teoria da embalagem à transparência total de Julian Assange","Juremir Machado da Silva (PUCRS)","http://www.compos.org.br/data/biblioteca_1580.pdf"
"1535","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cibercultura","Por uma escuta tecnológica: ambientes digitais e modelos de audibilidades","José Cláudio Siqueira Castanheira (UFF)","http://www.compos.org.br/data/biblioteca_1581.pdf"
"1536","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","""Pobreza"" e tecnologia no olhar do outro: representações sobre diferenças culturais
","Carla Fernanda Pereira Barros (UFF)","http://www.compos.org.br/data/biblioteca_1591.pdf"
"1537","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","A construção da cidadania científica como premissa de transformação sociocultural na contemporaneidade","Alberto Efendy Maldonado Gómez de la Torre (UNISINOS)","http://www.compos.org.br/data/biblioteca_1582.pdf"
"1538","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","Alteridade e esquecimento: notas sobre técnica, comunicação e território","Tiago Quiroga Fausto Neto (UNB)","http://www.compos.org.br/data/biblioteca_1583.pdf"
"1539","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","Cidadania tem idade? Reflexões sobre o envelhecimento no Brasil","Maria Luiza Martins de Mendonça (UFG)","http://www.compos.org.br/data/biblioteca_1584.pdf"
"1540","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","Da teoria da comunicação às teorias de mídia ou, temperando a epistemologia com uma dose de cibercultura","Erick Felinto de Oliveira","http://www.compos.org.br/data/biblioteca_1585.pdf"
"1541","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","Das ideias que se fazem gestos: sensibilização, formação e produção de novas ações comunicativas","Helena Martins do Rêgo Barreto (UFC) , Márcia Vidal Nunes (UFC)","http://www.compos.org.br/data/biblioteca_1586.pdf"
"1542","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","Mídia, juventude e cidadania: o projeto KDM e os processos de integração entre  migrantes e autóctonos na Espanha
","Daniel Barsi Lopes (UNISINOS)","http://www.compos.org.br/data/biblioteca_1587.pdf"
"1543","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","O Canal da cidadania para a TV digital terrestre brasileira: entre promessas e oportunidades","Adilson Vaz Cabral Filho (UFF)","http://www.compos.org.br/data/biblioteca_1588.pdf"
"1544","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","O uso alternativo de dispositivos midiáticos: a produção de mensagens pelos sujeitos da comunicação
","Denise Teresinha da Silva (UNIPAMPA)","http://www.compos.org.br/data/biblioteca_1589.pdf"
"1545","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cidadania","Pesquisa-da-pesquisa sobre telecentros e inclusão digital","Juciano de Sousa Lacerda (UFRN)","http://www.compos.org.br/data/biblioteca_1590.pdf"
"1546","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","A depressão como objeto midiático: fazendo o arquivo falar","Ericson Telles Saint Clair (UFRJ)","http://www.compos.org.br/data/biblioteca_1592.pdf"
"1547","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","Arquivos de imagem fílmica: o realismo e a catástrofe histórica","Cristiane Freitas Gutfreind (PUCRS)","http://www.compos.org.br/data/biblioteca_1593.pdf"
"1548","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","Histórias em quadrinhos e a cultura contemporânea: a relação do herói com a autoridade policial e com o governo vigente","Ronaldo George Helal (UERJ) , José Carlos Messias Santos Franco (UERJ)","http://www.compos.org.br/data/biblioteca_1594.pdf"
"1549","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","Imagens entre a pausa e a espera","Suzana Kilpp (UNISINOS) , Cybeli Moraes (UNISINOS)","http://www.compos.org.br/data/biblioteca_1595.pdf"
"1550","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","O ""ver como aconteceu"": cinema e história em Griffith e Spielberg","Eduardo Victorio Morettin (USP)","http://www.compos.org.br/data/biblioteca_1598.pdf"
"1551","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","O cinema brasileiro nas páginas de ""movimento"": pela autonomia da indústria nacional e a defesa da cultura popular","Antonio Carlos Hohlfeldt (PUCRS) , Julia Manzano (PUCRS)","http://www.compos.org.br/data/biblioteca_1596.pdf"
"1552","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","O hibridismo da cultura chicana em imagens: interpelações políticas e estéticas das fotografias de Pedro Meyer","Ana Carolina Lima Santos (UFMG)","http://www.compos.org.br/data/biblioteca_1597.pdf"
"1553","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","Os outros: povo e oralidade na comunicação
","José Cardoso Ferrão Neto (UERJ)","http://www.compos.org.br/data/biblioteca_1599.pdf"
"1554","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","Relações perigosas: autoajuda, mídia e biopoder","Ieda Tucherman (IRCAM)","http://www.compos.org.br/data/biblioteca_1600.pdf"
"1555","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e cultura","Silêncio e espetacularização","José Carlos Souza Rodrigues (PUCRJ)","http://www.compos.org.br/data/biblioteca_1601.pdf"
"1556","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","A experiência comunitária","Eduardo Yuji Yamamoto (UFRJ)","http://www.compos.org.br/data/biblioteca_1602.pdf"
"1557","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","A performance: entre o vivido e o imaginado","André Guimarães Brasil (UFMG)","http://www.compos.org.br/data/biblioteca_1603.pdf"
"1558","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","Are you experienced?: experiência e mediatização nas cenas musicais

","Jeder Silveira Janotti Jr. (UFPE)","http://www.compos.org.br/data/biblioteca_1604.pdf"
"1559","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","Escritas da cidade em Avenida Brasília Formosa e  O Céu sobre os ombros ","Cezar Migliorin (UFF)","http://www.compos.org.br/data/biblioteca_1605.pdf"
"1560","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","Profanações ""musicais"" (estéticas) no cotidiano mediatizado","Kati Eliana Caetano (UTP)","http://www.compos.org.br/data/biblioteca_1606.pdf"
"1561","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","Rastros na paisagem: a fotografia e a proveniência dos lugares","Mauricio Lissovsky (UFRJ)","http://www.compos.org.br/data/biblioteca_1607.pdf"
"1562","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","Relações entre comunicação, estética e política: uma abordagem pragmática","Ângela Cristina Salgueiro Marques (CASPER)","http://www.compos.org.br/data/biblioteca_1608.pdf"
"1563","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","Sentido visual e vetores de imersão: três regimes plásticos da implicação do espectador nas formas visuais do fotojornalismo","Benjamim Picado (UFF)","http://www.compos.org.br/data/biblioteca_1609.pdf"
"1564","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","Situação, mediações e materialidades: dimensões da experiência estética","Jorge Luiz Cunha Cardoso Filho (UESB)","http://www.compos.org.br/data/biblioteca_1610.pdf"
"1565","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e experiência estética","Um espectador ordinário entre a crítica e a representação","Carlos Magno Camargos Mendonça (UFMG)","http://www.compos.org.br/data/biblioteca_1611.pdf"
"1566","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","A cidadania desgastada pelos exageros de sua utilização no governo Collor","Adolpho Carlos Françoso Queiroz (UMESP)","http://www.compos.org.br/data/biblioteca_1612.pdf"
"1567","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","A epidemia da dengue como questão política: risco e sofrimento no Jornal Nacional em 2008 ","Paulo Roberto Gibaldi Vaz (UFRJ) , Janine Miranda Cardoso (UFRJ)","http://www.compos.org.br/data/biblioteca_1613.pdf"
"1568","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","A mídia nas eleições presidenciais brasileiras: uma variável em mutação?","Fernando Lattman-Weltman (CPDOC)","http://www.compos.org.br/data/biblioteca_1614.pdf"
"1569","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","Campanhas online e participação: um esforço preliminar de análise da atuação dos eleitores e dos agentes de campanha no projeto Proposta Serra  ","Camilo de Oliveira Aggio (UFBA)","http://www.compos.org.br/data/biblioteca_1615.pdf"
"1570","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","Comunicação e constrangimentos ao acesso a informações na construção de barragens no Brasil","Carlos Augusto Locatelli (UFRGS) , Maria Helena Weber (UFRGS)","http://www.compos.org.br/data/biblioteca_1616.pdf"
"1571","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","Election after election: rupturas e continuidades nos padrões mediáticos das campanhas políticas online
","Francisco Paulo Jamil Almeida Marques (UFC) , Rafael Cardoso Sampaio (UFBA)","http://www.compos.org.br/data/biblioteca_1617.pdf"
"1572","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","Em nome do público: jornalismo e política nas entrevistas dos presidenciáveis ao Jornal Nacional
","Afonso de Albuquerque (UFF)","http://www.compos.org.br/data/biblioteca_1618.pdf"
"1573","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","O enquadramento (ou o preconceito) da descrença: uma análise das seções de opinião de O Globo e da Folha de S. Paulo durante a campanha eleitoral de 2010","Arthur Cézar de Araújo Ituassu Filho (PUCRJ)","http://www.compos.org.br/data/biblioteca_1619.pdf"
"1574","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","Razão e sentimento: a comunicação política e a decisão do voto","Flávia Biroli (UNB) , Luis Felipe MIguel (UNB)","http://www.compos.org.br/data/biblioteca_1620.pdf"
"1575","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e política","Teoria crítica e deliberação: diálogos instáveis","Ricardo Fabrino Mendonça (UFMG)","http://www.compos.org.br/data/biblioteca_1621.pdf"
"1576","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","A cultura do empreendedorismo nos discursos sobre a juventude","Julia Salgado Valentini de Souza (UFRJ)","http://www.compos.org.br/data/biblioteca_1622.pdf"
"1577","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","A qualquer do povo, um flagrante delito: modos de ver e ser visto no fotojornalismo","Angie Biondi (UFMG)","http://www.compos.org.br/data/biblioteca_1623.pdf"
"1578","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","A sociedade do conhecimento e o neoliberalismo","Rogério da Costa Santos (PUCSP)","http://www.compos.org.br/data/biblioteca_1624.pdf"
"1579","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","Humanos e máquinas no metrô","Janice Caiafa (UFRJ)","http://www.compos.org.br/data/biblioteca_1625.pdf"
"1580","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","O poder em si mesmo: jornalismo de autoajuda e a construção da autoestima","João Batista de Macedo Freire Filho (UFRJ)","http://www.compos.org.br/data/biblioteca_1626.pdf"
"1581","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","Os nomes do real: os dispositivos ficcionais como modos de subjetivação","Adriana Daquer Barsotti (PUCRJ) , Leonel Aguiar (PUCRJ)","http://www.compos.org.br/data/biblioteca_1627.pdf"
"1582","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","Porque as redes não comunicam: questionamentos em torno da ilusão da sociabilidade","Lauren Colvara (USP)","http://www.compos.org.br/data/biblioteca_1628.pdf"
"1583","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","Público, consumo e cinema no Recife: a cidade enquanto definidora das relações

","Simone Almeida Jubert (UFPE)","http://www.compos.org.br/data/biblioteca_1629.pdf"
"1584","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","Revisitando o lugar do poético e do político nas práticas artísticas urbanas  ","Fernando do Nascimento Gonçalves (UERJ)","http://www.compos.org.br/data/biblioteca_1630.pdf"
"1585","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação e sociabilidade","Vínculos abstratos: a construção de um imaginário capitalista","Edilson Cazeloto (UNIP)","http://www.compos.org.br/data/biblioteca_1631.pdf"
"1586","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","Contra tendências paradigmáticas da comunicação organizacional contemporânea no Brasil ","Cleusa Maria Andrade Scroferneker (PUCRS)","http://www.compos.org.br/data/biblioteca_1632.pdf"
"1587","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","Estratégias emergentes de legitimação institucional nas mídias sociais digitais: apropriações do Twitter por uma organização jornalística 
","Luciana Menezes Carvalho (UFSM) , Eugenia Mariano da Rocha Barichelllo (UFSM)","http://www.compos.org.br/data/biblioteca_1633.pdf"
"1588","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","Gestão de comunicação da marca - branding
","Luiz Carlos Assis Iasbeck (UCB) , Fernanda Mendes Santiago Pereira (UCB)","http://www.compos.org.br/data/biblioteca_1634.pdf"
"1589","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","Imagens-conceito da assessoria de imprensa: comunicação organizacional e jornalismo em diálogo
","Rudimar Baldissera (UFRGS) , Basilio Alberto Sartor (UFRGS)","http://www.compos.org.br/data/biblioteca_1635.pdf"
"1590","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","Movimentos comunicacionais na relação entre organização e comunidades: perspectivas teórico-metodológicas para apreensão do fenômeno ","Ivone de Lourdes Oliveira (PUCMG) , Fábia Pereira Lima (UFMG) , Luisa da Silva Monteiro (PUCMG)","http://www.compos.org.br/data/biblioteca_1636.pdf"
"1591","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","O não-midiático midiatizado: esquema para análise
","Ricardo Zimmermann Fiegenbaum (UFP)","http://www.compos.org.br/data/biblioteca_1637.pdf"
"1592","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","Responsabilidade social empresarial no Brasil: atores e valores em transição","Luciana de Oliveira (UFMG)","http://www.compos.org.br/data/biblioteca_1638.pdf"
"1593","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","Rio de Janeiro, lugar de eventos: das exposições do início do século XX aos megaeventos contemporâneos","Ricardo Ferreira Freitas (UERJ)","http://www.compos.org.br/data/biblioteca_1639.pdf"
"1594","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","Sobre espacialidades, marcas e eventos: aproximações entre a semiótica e os estudos culturais na análise de eventos culturais institucionais ","Thiago Soares (UFPB)","http://www.compos.org.br/data/biblioteca_1640.pdf"
"1595","2011","XX COMPÓS: PORTO ALEGRE /RS","Comunicação em contextos organizacionais","We all want to be young: comunicação, representações da juventude e pesquisa de tendências","Cláudia da Silva Pereira (PUCRJ) , Everardo Rocha (PUCRJ)","http://www.compos.org.br/data/biblioteca_1641.pdf"
"1596","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","Árido movie: da Morte do Pai ao Nascimento de uma nova mídia
","Samuel José Holanda de Paiva (UFSCAR)","http://www.compos.org.br/data/biblioteca_1642.pdf"
"1597","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","As cores do desejo. Alteridade, raça e sexo no cinema britânico","Angela Freire Prysthon (UFPE)","http://www.compos.org.br/data/biblioteca_1643.pdf"
"1598","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","Cartografias latino-americanas: fronteiras mediáticas de um continente em construção","Maurício de Bragança (UFF)","http://www.compos.org.br/data/biblioteca_1644.pdf"
"1599","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","Concentração sem centralização como arquitetura da indústria fonográfica no entorno digital: o estudo de caso da indústria fonográfica brasileira ","Leonardo Gabriel De Marchi (UFRJ)","http://www.compos.org.br/data/biblioteca_1645.pdf"
"1600","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","Culturas das convergências midiáticas: hibridismos e pilhagens em filmes de bordas brasileiros","Rosana de Lima Soares (USP)","http://www.compos.org.br/data/biblioteca_1646.pdf"
"1601","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","Janelas indiscretas e ruas devassadas: duas matrizes para a representação da cidade","Renato Cordeiro Gomes (PUCRJ)","http://www.compos.org.br/data/biblioteca_1647.pdf"
"1602","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","Metaimagens na televisão e vanguardas: As vinhetas da Rede Globo e MTV
","Felipe de Castro Muanis (UFF)","http://www.compos.org.br/data/biblioteca_1648.pdf"
"1603","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","O pastiche em Bastardos inglórios","Bruno César Simões Costa (PUCRS)","http://www.compos.org.br/data/biblioteca_1649.pdf"
"1604","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","Respeitem meus cabelos, brancos: música, política e identidade negra","Felipe da Costa Trotta (UFPE) , Kywza Joanna Fideles Pereira dos Santos (UFPE)","http://www.compos.org.br/data/biblioteca_1650.pdf"
"1605","2011","XX COMPÓS: PORTO ALEGRE /RS","Cultura das mídias","Teatro de sombras: a crítica das imagens técnicas e a nostalgia do mundo verdadeiro","Vera Lucia Follain de Figueiredo (PUCRJ)","http://www.compos.org.br/data/biblioteca_1651.pdf"
"1606","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","A comunicação entre mediações e interações","Lucrécia D'Alessio Ferrara (PUCSP)","http://www.compos.org.br/data/biblioteca_1652.pdf"
"1607","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","A trajetória da publicística como proposta criadora de uma ciência da comunicação autônoma nos países de língua alemã","Francisco Rüdiger","http://www.compos.org.br/data/biblioteca_1653.pdf"
"1608","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","Aportes para a concepção do conceito goffmaniano de enquadramento e suas interconexões com a noção de contexto","Carlos Alberto de Carvalho (UFMG)","http://www.compos.org.br/data/biblioteca_1654.pdf"
"1609","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","De repente, o prédio falou comigo. Anotações sobre experiências metapóricas em teoria da comunicação","Ciro Marcondes Filho (USP)","http://www.compos.org.br/data/biblioteca_1656.pdf"
"1610","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","Dispositivos interacionais","José Luiz Warren Jardim Gomes Braga (UNISINOS)","http://www.compos.org.br/data/biblioteca_1657.pdf"
"1611","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","Do antagonismo entre teoria e prática a uma práxis da comunicação","Laan Mendes de Barros (UMESP)","http://www.compos.org.br/data/biblioteca_1658.pdf"
"1612","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","Encruzilhadas do campo científico da comunicação ou: em busca de uma epistemologia ontológica ","Gilson Soares Raslan Filho (UEMG)","http://www.compos.org.br/data/biblioteca_1722.pdf"
"1613","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","Epistemologia da comunicação na democracia: a centralidade do conceito de comunicação na análise dos processos políticos","Luiz Antonio Signates Freitas (UFG)","http://www.compos.org.br/data/biblioteca_1659.pdf"
"1614","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","Epistemologia dos estudos culturais: da dialética ao materialismo cultural
","Ana Luiza Coiro Moraes (UNIFRA)","http://www.compos.org.br/data/biblioteca_1660.pdf"
"1615","2011","XX COMPÓS: PORTO ALEGRE /RS","Epistemologia da comunicação","Por uma epistemologia transmetodológica  no campo da comunicação","Lisiane Machado Aguiar (UNISINOS)","http://www.compos.org.br/data/biblioteca_1661.pdf"
"1616","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","A imagem material e a matéria cinematográfica","Marcelo Carvalho da Silva (UFRJ)","http://www.compos.org.br/data/biblioteca_1723.pdf"
"1617","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","A imagem material e a matéria cinematográfica. Uma aproximação materialista do cinema (e dos filmes dos inventores do cinema) com Bergson, Deleuze e Pasolini","Marcelo Carvalho da Silva (UFRJ)","http://www.compos.org.br/data/biblioteca_1662.pdf"
"1618","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","Caos-Construção. O Formal e o sensorial no cinema de Lygia Pape","Ivana Bentes Oliveira (UFRJ)","http://www.compos.org.br/data/biblioteca_1663.pdf"
"1619","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","Cinema brasileiro by Globo Filmes: entre hibridismos de linguagens e convergências de conteúdos","Miriam de Souza Rossini  (UFRGS)","http://www.compos.org.br/data/biblioteca_1664.pdf"
"1620","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","Coleções e performances sonoras como contribuições para o live cinema: vetores de uma arte mnemônica","Wilson Oliveira da Silva Filho (UNIRIO) , Leila Beatriz Ribeiro (UNIRIO)","http://www.compos.org.br/data/biblioteca_1665.pdf"
"1621","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","Documento, arquivo, ensaio fílmico: a apropriação de imagens  na produção audiovisual contemporânea","Consuelo da Luz Lins (UFRJ) , Luiz Augusto Rezende (UFRJ)","http://www.compos.org.br/data/biblioteca_1666.pdf"
"1622","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","Fotografia, memória e arte. Sobras de Geraldo de Barros","Sandra Maria Lúcia Pereira Gonçalves (UFRGS)","http://www.compos.org.br/data/biblioteca_1667.pdf"
"1623","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","Fotografias de conflitos: o que permanece
","Kátia Hallak Lombardi (UFMG)","http://www.compos.org.br/data/biblioteca_1668.pdf"
"1624","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","Narrativas das periferias para o discurso do reconhecimento?","Daniela Zanetti (UFES)","http://www.compos.org.br/data/biblioteca_1669.pdf"
"1625","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","O ator cocriador e suas contribuições no cinema brasileiro contemporâneo","Walmeri Kellen Ribeiro (UFC)","http://www.compos.org.br/data/biblioteca_1670.pdf"
"1626","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de cinema, fotografia e audiovisual","O mercado exibidor do Recife na transição para o cinema sonoro","Luciana Sa Leitao Correa de Araujo (UFSCAR)","http://www.compos.org.br/data/biblioteca_1671.pdf"
"1627","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","A mídia informativa do terceiro setor entre o direito e o avesso da tessitura jornalística","Ana Carolina Silveira Fonseca (UFMG) , Elton Antunes (UFMG)","http://www.compos.org.br/data/biblioteca_1672.pdf"
"1628","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","A notícia como dispositivo de enunciação contemporâneo","Mozahir Salomão Bruck (PUCMG)","http://www.compos.org.br/data/biblioteca_1673.pdf"
"1629","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","Às desordens e aos sentidos: a narrativa como problema de pesquisa","Fernando Antonio Resende (UFF)","http://www.compos.org.br/data/biblioteca_1674.pdf"
"1630","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","Cinco hipóteses sobre o fotojornalismo em cenários de convergência","José Afonso da Silva Junior (UFPE)","http://www.compos.org.br/data/biblioteca_1675.pdf"
"1631","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","Jornalismo digital em base de dados (JDBD) como um texto da cultura","Daniela Osvald Ramos (CASPER)","http://www.compos.org.br/data/biblioteca_1676.pdf"
"1632","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","Jornalismo em processo","Cecilia Almeida Salles (PUCSP)","http://www.compos.org.br/data/biblioteca_1677.pdf"
"1633","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","Os gêneros jornalísticos no Twitter. Um estudo comparativo de tuítes de instituições jornalísticas 
 ","Lia da Fonseca Seixas (UFBA)","http://www.compos.org.br/data/biblioteca_1724.pdf"
"1634","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","Os testemunhos na cobertura das catástrofes ambientais","Márcia Franz Amaral (UFRGS)","http://www.compos.org.br/data/biblioteca_1678.pdf"
"1635","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","Tecendo valores sociais hegemônicos na produção noticiosa: as imbricações do jornalismo na cultura e na reprodução de desigualdades e estereótipos","Marcia Veiga da Silva (UFRGS) , Virginia Pradelina da Silveira Fonseca (UFRGS)","http://www.compos.org.br/data/biblioteca_1679.pdf"
"1636","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de jornalismo","Valores, ordenamentos de conduta e subsistência do jornalismo","Rogério Christofoletti (UFSC)","http://www.compos.org.br/data/biblioteca_1680.pdf"
"1637","2011","XX COMPÓS: PORTO ALEGRE /RS","Estudos de televisão","A ideologia meritocrática na novela das oito e a reprodução das desigualdades de classe","Veneza Ronsini (UFSM)","http://www.compos.org.br/data/biblioteca_1681.pdf"
