"","Ano","Edição","Nome do GT","Título","Autores","Links"
"1","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","APLICATIVOS DE MOBILIDADE E OCUPAÇÃO DO ESPAÇO URBANO: um estudo sobre as redes de bicicletas e patinetes compartilhados na cidade de São Paulo","CARLOS EDUARDO SOUZA AGUIAR (FAPCOM) ,DAYANA KARLA MELO DA SILVA (USP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_WE2GJA4T12Q2ZHWVYPM3_30_8663_29_02_2020_20_15_24.pdf"
"2","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","BRINCANDO EM SERVIÇO: as potencialidades informativas do lúdico no jornalismo digital ","OLGA CLARINDO LOPES (UFSC) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_DQJX2AD82Z2Q9V236ZC0_30_8615_26_02_2020_12_54_53.pdf"
"3","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","Capital Lúdico e Trabalho na Transposição dos Jogos Digitais para as Plataformas de Streaming","ANDRé FAGUNDES PASE (PUCRS) ,MARIANA GOMES DA FONTOURA (PUCRS) ,LETICIA DALLEGRAVE (PUCRS) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_Z7JXX0MXCF043R9M9LF3_30_8636_26_02_2020_13_38_22.pdf"
"4","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","CIRCULAÇÃO DE INFORMAÇÃO NO TWITTER: como líderes de opinião ressignificam as notícias ","FELIPE BONOW SOARES (UFRGS) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_6OOX9F1O632DAU0VLTQG_30_8339_01_03_2020_09_18_41.pdf"
"5","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","NO LIMITE DA UTOPIA: Esports, Neoliberalismo e como a Cultura Gamer desceu à Loucura ","TARCÍZIO MACEDO (UFRGS) ,THIAGO PEREIRA FALCãO (UFPB) ,DANIEL GOIS RABELO MARQUES (UFBA) ,IVAN MUSSA TAVARES GOMES (UFRN) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_JJ4RE9ZXIGCI1VUADD9M_30_8671_26_02_2020_16_35_43.pdf"
"6","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","NOVOS CAMINHOS DA INFORMAÇÃO: mediação e visibilidade nos protestos brasileiros de 2013","NINA SANTOS (UFBA) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_RCOEE6C8VI87D51MV63T_30_8243_10_02_2020_14_18_55.pdf"
"7","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","OS DADOS DIGITAIS NA COMUNICAÇÃO: um novo padrão nas pesquisas?","LEON EUGêNIO MONTEIRO RABELO (UnB) ,DANIEL JORGE TEIXEIRA CESAR (UnB) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_90JEHXQW1GEGS82BRUCE_30_8605_26_02_2020_10_08_40.pdf"
"8","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","PARA ALÉM DOS “DADOS COLETADOS”: políticas das APIs e mediações algorítmicas nas plataformas de mídia social","CARLOS FREDERICO DE BRITO D`ANDRéA (UFMG) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_SARKMWQPI3PB37HE1626_30_8377_21_02_2020_12_34_47.pdf"
"9","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","Práticas conversacionais no WhatsApp: a interação em conversações paralelas","ALEX PRIMO  (UFRGS) ,VANESSA VALIATI (FEEVALE) ,LAURA SANTOS DE BARROS (UFRGS) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_L83KSROGL7VDZ6E6JJZ9_30_8218_05_02_2020_09_01_09.pdf"
"10","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cibercultura","REDES SOCIAIS E QUESTÕES DE INTERESSE PÚBLICO EM TEMPOS DE POLARIZAÇÃO IDEOLÓGICA","EDSON FERNANDO DALMONTE (UFBA) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_DK6Q2JICLK6P8HLXSEJG_30_8709_26_02_2020_16_31_13.pdf"
"11","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","A participação social dos sujeitos comunicacionais na cidadania comunicativa ","ISMAR CAPISTRANO COSTA FILHO (UFC) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_4N1QHNEYRVZC5ROY34F7_30_8786_27_02_2020_12_17_56.pdf"
"12","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","A REPRESENTAÇÃO DA POPULAÇÃO NEGRA NAS CAMPANHAS DE COMBATE À SÍFILIS DO MINISTÉRIO DA SAÚDE","ANA CLAUDIA COSTA DE ARAUJO (UFRN) ,ANDRIELLE CRISTINA MOURA MENDES GUILHERME (UFRN) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_T1J5G108VRCFTD1KW0CI_30_8481_25_02_2020_12_23_58.pdf"
"13","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","COMUNICAÇÃO INTERCULTURAL E MIDIATIZAÇÃO: reflexões sobre a cidadania na contemporaneidade","OTáVIO ÁVILA (UFRJ) ,JOãO PAULO ROSSINI TEIXEIRA COELHO (UFRJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_FAPENOLH8SIR5C7XYDUW_30_8420_20_02_2020_19_01_33.pdf"
"14","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","CONGLOMERADOS MIDIÁTICOS REGIONAIS ","GILSON SOARES RASLAN FILHO (USP) ,JANAINA VISIBELI BARROS (USP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_7ZVMONQNVVEBR7MI9AX5_30_8839_02_03_2020_17_49_58.pdf"
"15","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","CRISE DA MIGRAÇÃO, CRISE DO JORNALISMO? Por uma gramática ética e humanitária sobre mobilidade humana na mídia","LILIANE DUTRA BRIGNOL (UFSM) ,GUILHERME OLIVEIRA CURI (UFSM) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_6GDRBCK1ZF19H6SP8CYT_30_8696_26_02_2020_16_58_04.pdf"
"16","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","DIALÉTICA DA INSULARIDADE: Notas para compreensão da hegemonia popular","PABLO NABARRETE BASTOS (UFF) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_Z6YXOGOZJCMN00ENVSVS_30_8461_21_02_2020_12_53_39.pdf"
"17","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","DIREITO HUMANO À COMUNICAÇÃO E A ACESSIBILIDADE NAS MÍDIAS AUDIOVISUAIS ","FLáVIA AFFONSO MAYER (UFPB) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_CKH7KY1LHC6U1H02RVZ4_30_8265_01_03_2020_18_43_16.pdf"
"18","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","Geosmina e barbárie: ocaso da cidadania","RAQUEL PAIVA DE ARAÚJO SOARES (UFRJ) ,MICHEL MISSE FILHO (UFRJ) ,LUANA BULCãO (UFRJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_A56XGV4W1QP8GWLJRU2F_30_8415_21_02_2020_06_21_26.pdf"
"19","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","PROCESSOS COMUNICACIONAIS DOS ATINGIDOS POR BARRAGENS: histórias de lutas e resistências.","CLAUDIANE APARECIDA DE SOUSA (UNISINOS) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_9YUH8EN0XMK7LO780XBO_30_8787_01_03_2020_16_26_24.pdf"
"20","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cidadania","REPERTÓRIOS DE COMUNCIAÇÃO NOS MOVIMENTOS ESTUDANTIS NO CHILE E NO BRASIL","RICHARD ROMANCINI (USP) ,FERNANDA CASTILHO (FATEC-SP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_7HZO23TTC7JDGM453W31_30_8465_26_02_2020_15_59_56.pdf"
"21","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","COMPRANDO NA FEIRA: EXPERIENCIANDO A CARNE DO MUNDO. Etnografia e comunicação intersensorial","MARINA RAMOS NEVES DE CASTRO (UFPA) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_RQY1DLL9UUAZFJROM0AD_30_8213_01_02_2020_10_31_22.pdf"
"22","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","Favelas cariocas no The Guardian: as representações dos impactos das Olimpíadas Rio 2016","FLAVI FERREIRA LISBOA FILHO (UFSM) ,LAUREN SANTOS STEFFEN (UFSM) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_FWQ5FOY1FSC9W5LUFT41_30_8379_20_02_2020_11_06_19.pdf"
"23","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","IMAGENS PATÓGENAS: subsídios para estudos de transtornos de imagens a partir do caso clínico e do método Warburg","NORVAL BAITELLO JUNIOR (PUCSP) ,RODRIGO DANIEL SANCHES (UNIMETROCAMP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_HFT3JGVXM21AF7WAB3VZ_30_8333_19_02_2020_11_26_22.pdf"
"24","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","INNIS REVISITADO: epistemologia e delicadeza","MARCIO SOUZA GONCALVES (UERJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_T3K8WTBQAFDP9BTMYB67_30_8282_14_02_2020_14_30_48.pdf"
"25","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","Lembrando o futuro, imaginando o passado.","IEDA TUCHERMAN (UFRJ) ,LENO VERAS DE CARVALHO (UFRJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_AGYNKJ9XAWLKZWOOW00I_30_8319_17_02_2020_20_39_01.pdf"
"26","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","MORAL DA CASA: o papel da instituição família nas produções de sentidos em noticiários criminais","DAISI VOGEL (UFSC) ,HENDRYO ANDRé (UFSC) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_DBQIU7O8206N02WV7XBP_30_8548_25_02_2020_14_37_50.pdf"
"27","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","O MARKETING DA FLORESTA: a promessa publicitária para as populações indígenas, populações tradicionais e novas populações do mundo global na Amazônia","OTACÍLIO AMARAL FILHO (UFPA) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_SV67US5SDDHG9AQPZ3AM_30_8754_01_03_2020_16_11_53.pdf"
"28","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","OS MODELOS CULTURAIS E A CRISE DA EDUCAÇÃO: Caminhos pedagógicos na Comunicologia de Vilém Flusser","DIOGO ANDRADE BORNHAUSEN (PUCSP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_X4CA9IYR6UFNRF4UFNRU_30_8433_20_02_2020_18_22_23.pdf"
"29","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","Uníssono e Balbúrdia: Sonoridades de manifestações, protestos e comícios políticos de rua no Brasil","PEDRO SILVA MARRA (UFES) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_FDWIMR2DCHXNEIAK6ZV3_30_8343_25_02_2020_20_20_01.pdf"
"30","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e cultura","“APESAR DE VOCÊ”: o poder cultural de Chico Buarque em tempos de defesa aberta do Partido dos Trabalhadores ","DIMAS A. KUNSCH (UMESP) ,FRANTHIESCO (UMESP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_5C4FJ2W3W76V48MC82V3_30_8726_26_02_2020_17_39_54.pdf"
"31","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","A fotografia e a política das imagens em Pedro Costa","EDSON PEREIRA DA COSTA JúNIOR (USP) ,EDSON PEREIRA DA COSTA JúNIOR (USP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_5Q0ZJZWNMHLD0VVJBAZ0_30_8633_26_02_2020_12_07_22.pdf"
"32","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","Arqueologia das sensações: Genealogia da Decadência: um outro Modernismo?","DENILSON LOPES SILVA (UFRJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_YEMCPB934KCJ03306QJS_30_8814_02_03_2020_12_34_44.pdf"
"33","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","DOSTOIÉVSKI NUNCA FOI AO CINEMA:  jamais aceitaria versões de suas obras para as telas","IRENE DE ARAUJO MACHADO (USP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_6TYVI6OPRJNBGSYA5ITC_30_8242_12_02_2020_08_38_40.pdf"
"34","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","Estéticas contra-colonizadoras no documentário: um ponto de partida","CéSAR GERALDO GUIMARãES (UFMG) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_6KC9Q18MJQTC700LXEYQ_30_8692_26_02_2020_15_18_20.pdf"
"35","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","FALKENAU, VISION DE L’IMPOSSIBLE: notas sobre uma breve lição de humanidade","RICARDO LESSA FILHO (UFPE) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_WOTBAM8ZKMPHYAP5JURH_30_8337_22_02_2020_08_34_14.pdf"
"36","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","Isso não funciona, isso não está funcionando, isso está não-funcionando: princípios de uma estética do mau-funcionamento ","PEDRO PEREIRA DRUMOND (UFF) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_69S3E7E15Y417DOTTL76_30_8713_02_03_2020_14_23_16.pdf"
"37","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","Kitsch, consumo e política: a publicidade das lojas Havan e a estética do bolsonarismo","RODRIGO CáSSIO OLIVEIRA (UFG) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_0LJTZCECBQXR7K165CNL_30_8604_28_02_2020_08_37_23.pdf"
"38","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","Manifestos para ouvir: experiência estética genderizada e racializada a partir de Luedji Luna","JORGE LUIZ CUNHA CARDOSO FILHO (UFRB) ,HELEN CAMPOS BARBOSA (UFBA) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_F1KMW123A32ZARRX411O_30_8509_25_02_2020_20_44_30.pdf"
"39","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","O ? DA FOTOGRAFIA (LADO A)","MAURíCIO LISSOVSKY (UFRJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_QSXD8YD2TDCEI5DOOHUY_30_8221_04_02_2020_16_14_18.pdf"
"40","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e experiência estética","O DIZER SOBREVIVENTE FEMININO: uma leitura das obras de Ceija Stojka e Scholastique Mukasonga","ÂNGELA CRISTINA SALGUEIRO MARQUES (UFMG) ,FREDERICO DA CRUZ VIEIRA DE SOUZA (PUCMG) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_P0T3AUQGGVG59FW6MGME_30_8450_26_02_2020_02_52_40.pdf"
"41","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","A ESQUERDA BRASILEIRA E A PERCEPÇÃO DOS EFEITOS DAS FAKE NEWS: experiência e conhecimento como moderadores do Efeito de Terceira Pessoa","SAMUEL ANDERSON ROCHA BARROS (UFBA) ,MARIA DOMINGUEZ COSTA PINHO (UFBA) ,TATIANA MARIA SILVA GALVãO DOURADO (UFBA) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_9XEWM77LQQG24PPYCDBR_30_8698_26_02_2020_16_12_25.pdf"
"42","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","BROADCAST E RADICALIZAÇÃO PARA AS MASSAS: produção e difusão de conteúdo no WhatsApp bolsonarista","RODRIGO PELEGRINI RATIER (CÁSPER) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_3GYVRDQ2BD62R5HFIDAD_30_8488_26_02_2020_09_28_24.pdf"
"43","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","DOLCE FARMEME: a retórica da brincadeira política","VIKTOR HENRIQUE CARNEIRO DE SOUZA CHAGAS (UFF) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_W6LWGOXZ0ZNPY9GN7DTJ_30_8524_23_02_2020_22_15_11.pdf"
"44","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","INTERESSE PÚBLICO E POLÍTICA NA PRÁTICA DO JORNALISMO DE DADOS NO BRASIL","MARIA HELENA WEBER (UFRGS) ,MARLISE (UnB) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_HKPUPPRY9R0WGGRIH2GX_30_8260_18_02_2020_00_32_42.pdf"
"45","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","NEGAÇÃO E RECONHECIMENTO DAS DIFERENÇAS: As reações ao politicamente correto entre apoiadores de Bolsonaro e Haddad no período eleitoral de 2018","BRUNA SILVEIRA (UFMG) ,ROUSILEY CELI MOREIRA MAIA (UFMG) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_UM8OPW6R321RK20WRBND_30_8581_02_03_2020_12_16_18.pdf"
"46","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","PLATAFORMIZAÇÃO DA COMUNICAÇÃO POLÍTICA: governança algorítmica da visibilidade entre 2013 e 2018","MARCELO ALVES DOS SANTOS JUNIOR (UFF) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_QKHABY9CC75UWX3AHA7S_30_8232_18_02_2020_00_05_57.pdf"
"47","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","Polarização nas redes:as campanhas de Fernando Haddad (PT) e Jair Bolsonaro (PSL) no Instagram","VINíCIUS BORGES GOMES (UNIP) ,LUIZ ADEMIR DE OLIVEIRA (UFJF) ,MARIANE MOTTA DE CAMPOS (UNIP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_LY1FXRC86IGH7B0X52SQ_30_8434_21_02_2020_15_14_17.pdf"
"48","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","PRIMAVERA LATINA: corpo e performance de mulheres latinas nos protestos de 2019","DEIZE FERREIRA PAIVA LOPES (UFMG) ,REGIANE LUCAS DE OLIVEIRA GARCêZ (UFMG) ,LIVIA GOMES LAUDARES (UFMG) ,TOMáS SOARES PEREIRA GERMAN (UFMG) ,TAYRINE VAZ SILVA (UFMG) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_3ZA6ZFOIDMV6W3OXDUTX_30_8392_26_02_2020_17_52_28.pdf"
"49","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","REPRESENTAÇÃO POLÍTICA DISCURSIVA NO FACEBOOK: análise da atuação de mulheres vereadoras","DANILA GENTIL RODRIGUEZ CAL (UFPA) ,NATHALIA KAHWAGE (UFPA) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_XIRRFO22PIHKYMX42SSJ_30_8507_25_02_2020_17_45_11.pdf"
"50","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e política","¡AQUÍ ESTAMOS LAS MUJERES!: a figura feminina nos protestos políticos sul-americanos de 2019 a partir de uma análise de imagens do Instagram","KELLY CRISTINA DE SOUZA PRUDENCIO (UFPR) ,CARLA CANDIDA RIZZOTTO (UFPR) ,ALéXIA SILVA SARAIVA (UFPR) ,LUCIANE LEOPOLDO BELIN (UFPR) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_4UCR6BQXKAMZ9PL6HUFP_30_8563_25_02_2020_22_16_57.pdf"
"51","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","A experiência do falso e a fake news: a potência da imaginação e a imaginação no poder","ANDRE ARAIS FOGLIANO DE SOUZA CUNHA (PUCSP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_9CD148XFQYICFOXZXG9Z_30_8668_26_02_2020_16_03_59.pdf"
"52","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","A VIOLÊNCIA SEXUAL COMO ACONTECIMENTO: representações, valores e problema público","MARIA TEREZINHA DA SILVA  (UFSC) ,RAQUEL DORNELAS  (UERJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_IX111CES4SLPVKCN1K7T_30_8530_25_02_2020_10_41_31.pdf"
"53","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","ACONTECIMENTO: catástrofe e transformação","JOSE LUIZ AIDAR PRADO (PUCSP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_54PPS79M68RI2U2QM3AC_30_8446_21_02_2020_00_49_03.pdf"
"54","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","DA PESSOA AO PROCESSO: a emergência do “dispositivo-Franciscus”","MOISÉS SBARDELOTTO (UNISINOS) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_F4N0TJSZ47EONC92Y2HO_30_8769_02_03_2020_17_49_29.pdf"
"55","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","DA SALVAÇÃO PELA FÉ À CURA PELA AUTOESTIMA: as origens religiosas do testemunho de vítima","NICOLE SANCHOTENE (UFRJ) ,PAULO ROBERTO GIBALDI VAZ (UFRJ) ,AMANDA DE SOUZA SANTOS (UFRJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_10HN30YRLDZZQIHZ222K_30_8624_28_02_2020_22_29_34.pdf"
"56","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","DISPOSITIVO INTERACIONAL, INTERSECCIONALIDADE E BIOPOTÊNCIA: Nath Finanças, entre a autovalorização e promoção da precariedade","PâMELA GUIMARãES-SILVA (UFMG) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_FB11WEPWC33Q22TJJ6F8_30_8714_01_03_2020_19_40_58.pdf"
"57","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","ENSAIO SOBRE A SOCIEDADE DO ESPETÁCULO 2.0 E A DESPOLITIZAÇÃO DA VIDA – O SUICÍDIO COMO ENTRETENIMENTO","RONI FRANCI DUTRA FILGUEIRAS (UFRJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_36Y5L37PSVQJJAP7WJ2L_30_8554_25_02_2020_11_25_54.pdf"
"58","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","ESQUECIDAS: celebridade, consumo e relações de gênero no Brasil","LíGIA CAMPOS DE CERQUEIRA LANA (PUCRJ) ,EVERARDO PEREIRA GUIMARãES ROCHA (PUCRJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_FV0QQ9057T8ZLTVMC0A5_30_8240_11_02_2020_14_33_29.pdf"
"59","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","Governança algorítmica e economia libidinal","JULIO CESAR LEMES DE CASTRO (UNISO) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_KVHG1YGJ07QOOGXITWJV_30_8495_22_02_2020_12_05_47.pdf"
"60","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação e sociabilidade","MULHERES NEURODIVERGENTES: conexões que enunciam vulnerabilidades e a luta por reconhecimento","IGOR LUCAS RIES (UTP) ,BANY NARONDY CABRAL LIMA (UTP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_A82KO9BC2XO0U1YBWJPR_30_8681_26_02_2020_16_53_03.pdf"
"61","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação, arte e tecnologias da imagem","Da ópera para o cinema, do cinema para a ópera: a arte do ator-cantor","LUíZA BEATRIZ AMORIM MELO ALVIM (UFRJ) ,DIANA MARON (CUNY)","http://www.compos.org.br/biblioteca/trabalhos_arquivo_JHZ1BUXOWZH12EY8DZQB_30_8204_26_02_2020_12_52_52.pdf"
"62","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação, arte e tecnologias da imagem","Dobras do tempo","ANTONIO FATORELLI (UFRJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_VNL3814VD0Z49HD756YK_30_8483_21_02_2020_20_48_51.pdf"
"63","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação, arte e tecnologias da imagem","FOTOJORNALISMO E PATHOSFORMEL: uma mirada warburguiana sobre o fotojornalismo contemporâneo","DIEGO LUIZ NóBREGA RODRIGUES (UFPB) ,ISABELLA VALLE (UFPB) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_00CS7RWMJ11JZBK9ZO0M_30_8411_26_02_2020_15_09_16.pdf"
"64","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação, arte e tecnologias da imagem","MARCADORES DECOLONIAIS E ATRAVESSAMENTOS NA FOTOGRAFIA ARTÍSTICA CONTEMPORÂNEA NEGRA SUL-AFRICANA","DANIEL MEIRINHO (UFRN) ,FERNANDO DO NASCIMENTO GONçALVES (UERJ) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_P69NX6RCEQ1ZPIUIV3MZ_30_8360_28_02_2020_12_21_48.pdf"
"65","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação, arte e tecnologias da imagem","NOTAS SOBRE A PAISAGEM, O ESPAÇO FÍLMICO E A MELANCOLIA ","CESAR DE SIQUEIRA CASTANHA (UFPE) ,LARISSA VELOSO ASSUNçãO (UFPE) ,ANGELA FREIRE PRYSTHON (UFPE) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_M6FYAI838B1V5XHCM2AT_30_8597_26_02_2020_09_47_13.pdf"
"66","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação, arte e tecnologias da imagem","O COTIDIANO COMO TRANSFORMAÇÃO NA TEORIA E NO CINEMA LETRISTA ","FáBIO RADDI UCHOA (UTP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_08ZOAM2DEMMHF4TPP1GH_30_8543_26_02_2020_13_51_18.pdf"
"67","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação, arte e tecnologias da imagem","O PIANISTA FRACASSADO: convergências entre o live doc e a lecture performance","RODRIGO CORREA GONTIJO (UEM) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_6PFGZQMTK895PEA5LZ3R_30_8595_26_02_2020_17_01_39.pdf"
"68","2020","XXIX COMPÓS: UFMS/CAMPO GRANDE","Comunicação, arte e tecnologias da imagem","ÓPERAS CONTEMPORÂNEAS: análise de exemplos e implicações conceituais ","PATRICIA MORAN FERNANDES (USP) ,MARCUS VINICIUS FAINER BASTOS (PUCSP) ","http://www.compos.org.br/biblioteca/trabalhos_arquivo_QEK6Q4W5VEX56J1NUYVS_30_8628_26_02_2020_11_41_33.pdf"
